OBJECTID_1,OBJECTID,OUTFALL,ACREAGE,Y2STATUS,Y5STATUS,Y2COST,Y5COST,ADDFORY5,ADDRESSES,Y2COSTPADD,NUM_STFLD,NUM_HSEFLD,GROUP_,Y2CATEGORY,FACETS,C_DISTRICT,WSHED,PCT_SNGLFA,created_us,created_da,last_edite,last_edi_1,Shape_Length,Shape_Area
765,1322,D0831,24.00572119,Inadequate, ,288300,288300,0,78,3696.15384615,6,4,1,1,5455,D,BRAYS BAYOU,0, , , , ,4550.53776576013,1045689.10129049
766,1327,H0066,465.94635048,Inadequate, ,438900,438900,0,756,580.55555556,9,1,3,1,5657,I,SHIP CHANNEL,0, , , , ,36431.3142491158,20296623.2991437
767,1328,H0071,3.86071917,Cannot Analyze, ,0,0,0,25,0,0,0,3,CNA,5657,I,SHIP CHANNEL,0, , , , ,1792.81755503015,168172.912537599
768,1329,W0353,198.26383292,Inadequate, ,1981200,2217100,235900,230,8613.91304348,27, ,4,3,5058,A,BUFFALO BAYOU,0, , , , ,13975.1733071583,8636372.95971023
769,1330,H0069,34.07267176,Cannot Analyze, ,0,0,0,102,0,2, ,3,CNA,5657,I,SHIP CHANNEL,0, , , , ,6530.03623240962,1484205.62783175
770,1331,C0680,11.42957139,Cannot Analyze, ,0,0,0,6,0,0,0,4,CNA,5051,D,SIMS BAYOU,0, , , , ,3640.5730297309,497872.096682775
771,1333,C0574,23.46862232,Inadequate, ,308400,315600,7200,105,2937.14285714,0,0,4,3,5251,D,SIMS BAYOU,0, , , , ,4145.08624736739,1022292.99815133
772,1334,D1301,23.04229184,Inadequate,Inadequate,105700,105700,0,243,434.97942387,0,0,4,3,5354,D,BRAYS BAYOU,0, , , , ,4147.29016662955,1003721.98352954
773,1337,D0143,9.23156423,Cannot Analyze, ,0,0,0,29,0,0,0,2,CNA,5254,C,BRAYS BAYOU,0, , , , ,3201.87088799754,402126.965478495
774,1338,D0839,57.04667334,Inadequate,Inadequate,979200,1045700,66500,214,4575.70093458,23,1,3,1,5454,D,BRAYS BAYOU,0, , , , ,9089.45558063116,2484953.03956987
775,1339,C0151,114.5955115,Inadequate, ,784000,2037500,1253500,390,2010.25641026,7, ,1,1,5654,I,SIMS BAYOU,0, , , , ,16904.5960589783,4991780.62768596
776,1343,D0027,32.53169293,Cannot Analyze, ,0,0,0,0,0,0,0,4,CNA,5556,I,BRAYS BAYOU,0, , , , ,5224.21285291778,1417080.3461596
777,1344,D0924,13.78372452,Cannot Analyze, ,0,0,0,70,0,5, ,3,CNA,4756,G,BRAYS BAYOU,0, , , , ,4987.02966155229,600419.067443202
778,1345,D0010,213.80773671,Cannot Analyze, ,0,0,0,985,0,53,34,1,CNA,5656,I,BRAYS BAYOU,0, , , , ,12716.4636155594,9313465.38154116
779,1347,D0904,15.1417856,Inadequate, ,236800,236800,0,186,1273.11827957,4, ,3,1,5556,I,BRAYS BAYOU,0, , , , ,3427.04890900462,659576.12800224
780,1349,D0020,13.94429383,Inadequate, ,240800,240800,0,54,4459.25925926,0,0,4,3,5556,I,BRAYS BAYOU,0, , , , ,4733.40780610163,607413.153930014
781,1351,D0432,39.04892867,Inadequate, ,464500,464500,0,245,1895.91836735,26, ,1,1,5054,F,BRAYS BAYOU,0, , , , ,6047.0608486273,1700971.17066828
782,1357,D0308,33.9887237,Inadequate, ,586900,586900,0,73,8039.7260274,34,1,1,1,5154,C,BRAYS BAYOU,0, , , , ,5076.93496695673,1480548.66949435
783,1358,D0360,33.09255619,Cannot Analyze, ,0,0,0,141,0,18, ,3,CNA,5054,F,BRAYS BAYOU,0, , , , ,5043.89528132475,1441511.8486132
784,1359,D0358,57.71785607,Inadequate,Inadequate,1084500,1172000,87500,181,5991.71270718,46,1,3,1,5154,C,BRAYS BAYOU,0, , , , ,7687.4766162641,2514189.84983975
785,1361,D0202,4.73370964,Cannot Analyze, ,0,0,0,15,0,2, ,3,CNA,5154,C,BRAYS BAYOU,0, , , , ,1999.97241451049,206200.386526094
786,1362,C1082,18.99453759,Proposed, ,180200,180200,0,24,7508.33333333,6,7,1,2,5654,I,SIMS BAYOU,0, , , , ,3696.7394562141,827401.945426786
787,1363,D0889,86.67889488,Inadequate,Inadequate,200200,200200,0,131,1528.24427481,10, ,3,1,5354,D,BRAYS BAYOU,0, , , , ,9540.19013681002,3775732.58776897
788,1364,D1431,1.98863502,Cannot Analyze, ,0,0,0,1,0,0,0,4, ,5555,I,BRAYS BAYOU,0, , , , ,1740.00045695901,86624.9733811086
789,1367,C0617,87.74416298,Inadequate, ,1078600,1078600,0,10,107860,0,0,4,3,5150,D,SIMS BAYOU,0, , , , ,9733.03874132191,3822136.0064876
790,1372,P1134,117.80265976,Proposed, ,2118200,2300900,182700,224,9456.25,35,76,1,1,5362,B,GREENS BAYOU,0, , , , ,13100.6039449769,5131483.56930531
791,1373,P1172,133.32876556,Proposed, ,1136000,1136000,0,1,1136000,0,0,0,5,5662,B,GREENS BAYOU,0, , , , ,9913.82811232512,5807801.22016622
792,1374,E0130,143.28776429,Inadequate, ,229800,412600,182800,79,2908.86075949,11, ,4,3,5062,A,WHITE OAK BAYOU,0, , , , ,16491.5128127445,6241615.18644341
793,1375,E0132,70.23013074,Inadequate, ,1352300,1352300,0,261,5181.22605364,38,2,2,1,5062,A,WHITE OAK BAYOU,0, , , , ,9121.77627946601,3059224.59261101
794,1376,E0129,5.21050494,Cannot Analyze, ,0,0,0,21,0,0,0,4,CNA,5062,A,WHITE OAK BAYOU,0, , , , ,2197.2561086702,226969.546579251
795,1378,E5064,10.00971486,Proposed, ,89100,89100,0,2,44550,0,0,4,4,5262,B,WHITE OAK BAYOU,0, , , , ,2848.73406380503,436023.191742599
796,1380,E0128,20.47884323,Cannot Analyze, ,0,0,0,86,0,2,12,2,CNA,5062,A,WHITE OAK BAYOU,0, , , , ,4113.60561761931,892058.463385843
797,1385,E0736,18.39054956,Inadequate, ,83700,154700,71000,5,16740,0,0,4,3,5061,A,WHITE OAK BAYOU,0, , , , ,3842.24445254638,801092.234134315
798,1386,E0257,21.47331846,Inadequate, ,83700,83700,0,76,1101.31578947,3, ,3,1,5261,B,WHITE OAK BAYOU,0, , , , ,4083.19681890196,935377.727182777
799,1389,E0507,5.32639511,Cannot Analyze, ,0,0,0,20,0,0,0,4,CNA,5161,B,WHITE OAK BAYOU,0, , , , ,2162.37076649107,232017.755830387
800,1392,E5167,49.41608747,Proposed, ,684400,684400,0,187,3659.89304813,0,0,4,4,4961,A,WHITE OAK BAYOU,0, , , , ,6012.40923075301,2152564.71885653
801,1393,E5084,31.43100294,Proposed, ,543300,543300,0,30,18110,0,0,4,5,5261,B,WHITE OAK BAYOU,0, , , , ,5507.66064668405,1369134.58247349
802,1394,E0764,161.1795836,Inadequate, ,3645500,4103600,458100,44,82852.2727273,0,0,4,3,5061,A,WHITE OAK BAYOU,0, , , , ,14357.7858224496,7020982.64181209
803,1395,E5029,19.98374582,Proposed, ,169000,192800,23800,14,12071.4285714,0,0,2,2,5260,A,WHITE OAK BAYOU,0, , , , ,4692.65564943618,870491.924408569
804,1396,E5028,19.66390722,Proposed, ,133800,133800,0,10,13380,0,0,4,4,5260,A,WHITE OAK BAYOU,0, , , , ,4642.41018809714,856559.783373173
805,1398,E0236,128.04441019,Inadequate, ,2016000,2314800,298800,77,26181.8181818,0,0,4,3,5159,H,WHITE OAK BAYOU,0, , , , ,13440.0591857508,5577614.62463631
806,1402,E0746,39.59366267,Inadequate, ,833400,1026900,193500,8,104175,0,0,4,3,5059,A,WHITE OAK BAYOU,0, , , , ,5824.02182576207,1724699.84289781
807,1403,H1079,127.12975545,Proposed, ,1876000,1876000,0,11,170545.454545,0,0,0,5,5659,I,HUNTING BAYOU,0, , , , ,10302.9842996045,5537771.63276465
808,1404,H1077,114.05486918,Proposed, ,1507400,1656600,149200,12,125616.666667,0,0,4,4,5659,I,HUNTING BAYOU,0, , , , ,9653.92320538205,4968230.36037721
809,1405,E0237,82.56042992,Inadequate, ,2393400,2393400,0,24,99725,4, ,3,1,5159,H,WHITE OAK BAYOU,0, , , , ,12089.4049791049,3596332.32599687
810,1407,H0127,93.17129642,Cannot Analyze, ,0,0,0,100,0,7,4,3,CNA,5459,H,HUNTING BAYOU,0, , , , ,13224.7858398315,4058541.89755547
811,1408,D0036,61.41807808,Cannot Analyze, ,0,0,0,288,0,23, ,3,CNA,5556,I,BRAYS BAYOU,0, , , , ,7871.49541156097,2675371.58670288
812,1412,D0083,195.98630817,Cannot Analyze, ,0,0,0,832,0,103,4,1,CNA,5356,D,BRAYS BAYOU,0, , , , ,19295.7675542302,8537163.38757114
813,1413,D0030,11.90724225,Inadequate,Inadequate,29900,32500,2600,10,2990,0,0,4,3,5556,I,BRAYS BAYOU,0, , , , ,2972.44838110371,518679.418762739
814,1417,W0699,250.89084234,Inadequate, ,3624400,4317500,693100,1297,2794.44872783,161,12,1,1,5156,C,BUFFALO BAYOU,0, , , , ,18969.4719633359,10928804.6539569
815,1418,W0138,48.63945467,Inadequate, ,606100,1192400,586300,65,9324.61538462,0,0,4,3,5056,C,BUFFALO BAYOU,0, , , , ,7897.12357000292,2118734.56360601
816,1419,D1351,206.79624811,Cannot Analyze, ,0,0,0,715,0,10, ,1,CNA,5355,D,BRAYS BAYOU,0, , , , ,13025.0515039964,9008044.59719899
817,1420,W1087,25.8136018,Proposed, ,857000,857000,0,0,0,0,0,0,5,4960,A,BUFFALO BAYOU,0, , , , ,4704.23177743336,1124440.65282218
818,1421,E5151,46.78006231,Proposed, ,399400,451200,51800,88,4538.63636364,1,1,1,2,5060,A,WHITE OAK BAYOU,0, , , , ,6806.88899402855,2037739.38340399
819,1422,E0760,28.41342976,Inadequate, ,226500,226500,0,99,2287.87878788,12, ,3,1,5060,A,WHITE OAK BAYOU,0, , , , ,7157.1791456505,1237689.05484586
820,1424,H0061,3.25338118,Cannot Analyze, ,0,0,0,1,0,5, ,3,CNA,5659,I,HUNTING BAYOU,0, , , , ,1717.88899609856,141717.278943248
821,1425,W0392,233.05095254,Inadequate, ,6312900,7099700,786800,590,10699.8305085,41,18,2,1,4959,A,BUFFALO BAYOU,0, , , , ,20384.7696738604,10151699.4107065
822,1426,W1004,22.05943272,Proposed, ,514900,514900,0,76,6775,3, ,3,2,4859,A,BUFFALO BAYOU,0, , , , ,4527.58855300426,960908.623139582
823,1427,H1061,3.80627021,Proposed, ,57900,62800,4900,4,14475,0,0,4,4,5559,B,HUNTING BAYOU,0, , , , ,1808.88934477041,165801.107600577
824,1429,W1024,91.4876582,Proposed, ,2139700,2361200,221500,258,8293.41085271,27,19,1,2,5159,A,BUFFALO BAYOU,0, , , , ,9001.09939924296,3985202.16209977
825,1430,E5014,3.78255321,Proposed, ,70600,70600,0,17,4152.94117647,0,0,4,4,5259,H,WHITE OAK BAYOU,0, , , , ,1670.10843409389,164768.01099666
826,1431,E0145,142.28927807,Inadequate, ,2678700,2716400,37700,560,4783.39285714,16, ,3,1,5259,H,WHITE OAK BAYOU,0, , , , ,12733.8006227822,6198121.10522308
827,1432,W0319,7.47157758,Inadequate, ,115900,115900,0,27,4292.59259259,2, ,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2754.32883945561,325461.881532605
828,1433,E5008,23.3004825,Proposed, ,359000,359000,0,40,8975,1, ,4,4,5359,H,WHITE OAK BAYOU,0, , , , ,4393.26634664244,1014968.84159285
829,1434,E0320,8.95057836,Inadequate, ,94900,94900,0,18,5272.22222222,0,0,4,3,5359,H,WHITE OAK BAYOU,0, , , , ,2553.98091314952,389887.134903215
830,1435,W1052,39.15968126,Proposed, ,282400,307200,24800,0,0,4, ,0,5,5059,A,BUFFALO BAYOU,0, , , , ,5443.23820885448,1705795.91365312
831,1436,H1100,117.52457793,Proposed, ,1983600,2181500,197900,39,50861.5384615,0,0,4,4,5659,I,HUNTING BAYOU,0, , , , ,9687.35463971278,5119370.73708417
832,1437,H1101,36.02839393,Proposed, ,97700,97700,0,4,24425,0,0,0,5,5759,I,HUNTING BAYOU,0, , , , ,5351.5953500754,1569396.85417797
833,1438,D0082,6.88591844,Cannot Analyze, ,0,0,0,1,0,0,0,4,CNA,5355,D,BRAYS BAYOU,0, , , , ,2472.0252475683,299950.588710869
834,1441,D0511,45.4890549,Inadequate, ,573300,573300,0,7,81900,0,0,4,3,5155,F,BRAYS BAYOU,0, , , , ,7298.83731787518,1981503.2584625
835,1442,C1010,14.86681597,Proposed, ,267400,267400,0,51,5243.1372549,2, ,4,4,5755,E,SIMS BAYOU,0, , , , ,4620.97384917936,647598.479018722
836,1443,D0797,88.99414777,Cannot Analyze, ,0,0,0,201,0,15,1,1,CNA,4855,F,BRAYS BAYOU,0, , , , ,8034.32778973785,3876585.29507869
837,1444,D0088,14.6390617,Cannot Analyze, ,0,0,0,234,0,0,0,4,CNA,5355,D,BRAYS BAYOU,0, , , , ,4091.36449894141,637677.445860049
838,1445,D0090,8.95495749,Cannot Analyze, ,0,0,0,5,0,0,0,4,CNA,5355,D,BRAYS BAYOU,0, , , , ,2720.29297833969,390078.006421818
839,1446,D0888,768.24038549,Cannot Analyze, ,0,0,0,2441,0,135,23,1,CNA,5454,D,BRAYS BAYOU,0, , , , ,36058.6556090879,33464551.3450257
840,1448,C0134,362.24163086,Inadequate, ,472000,906700,434700,723,652.83540802,72,21,1,1,5555,I,SIMS BAYOU,0, , , , ,24560.4968624882,15779245.2848358
841,1449,D1381,69.32062519,Inadequate, ,940400,940400,0,156,6028.20512821,30, ,3,1,5054,F,BRAYS BAYOU,0, , , , ,7414.89903861683,3019606.33413375
842,1451,C0007,42.03025417,Inadequate, ,111000,111000,0,310,358.06451613,0,12,2,1,5654,I,SIMS BAYOU,0, , , , ,6481.60920598291,1830837.8022795
843,1452,P1147,259.0122565,Proposed, ,10472900,11493200,1020300,57,183735.087719,1, ,3,1,5759,B,GREENS BAYOU,0, , , , ,20929.2605689728,11282574.0766529
844,1453,H1065,84.247313,Proposed, ,1274400,1451500,177100,249,5118.07228916,17,1,4,4,5559,B,HUNTING BAYOU,0, , , , ,9188.90846889391,3669813.02361418
845,1454,P0061,55.70653961,Inadequate, ,22500,119200,96700,1,22500,0,0,0,5,5662,B,GREENS BAYOU,0, , , , ,6291.98030978535,2426576.83923297
846,1455,P1253,54.9951587,Proposed, ,543500,543500,0,0,0,29,2,1,1,5462,B,GREENS BAYOU,0, , , , ,6899.13560228862,2395589.06910113
847,1456,E5065,30.85924376,Proposed, ,772800,772800,0,111,6962.16216216,4, ,4,4,5262,B,WHITE OAK BAYOU,0, , , , ,6941.26941579026,1344228.57832014
848,1458,P1117,61.3559356,Proposed, ,201100,201100,0,124,1621.77419355,3,3,1,1,5562,B,GREENS BAYOU,0, , , , ,9032.8374690612,2672664.5293039
849,1459,P1151,61.50630341,Proposed, ,1232100,1232100,0,115,10713.9130435,12,10,1,1,5462,B,GREENS BAYOU,0, , , , ,8094.98595295336,2679214.81382723
850,1461,E0354,448.08245902,Inadequate, ,9917800,9946200,28400,877,11308.7799316,41,28,1,1,5361,H,WHITE OAK BAYOU,0, , , , ,32225.2207502755,19518472.3219059
851,1464,E5125,44.74316911,Proposed, ,601000,601000,0,120,5008.33333333,19,18,1,2,5162,A,WHITE OAK BAYOU,0, , , , ,6295.07194692968,1949012.48534419
852,1465,P1132,95.14006903,Proposed, ,1646100,1770200,124100,316,5209.17721519,18,16,1,1,5362,H,GREENS BAYOU,0, , , , ,10075.1919703998,4144301.40662533
853,1467,P0083,83.73992635,Inadequate, ,967500,1100500,133000,249,3885.54216867,94,11,1,1,5562,B,GREENS BAYOU,0, , , , ,8365.62342475361,3647710.86880816
854,1470,E0122,14.69838653,Inadequate, ,205700,205700,0,47,4376.59574468,7,20,1,1,5162,A,WHITE OAK BAYOU,0, , , , ,3463.89957842693,640261.678473234
855,1472,P1173,32.67833884,Proposed, ,275500,293900,18400,20,13775,0,0,3,1,5662,B,GREENS BAYOU,0, , , , ,4949.03637722252,1423468.60502096
856,1473,P0074,78.76410676,Inadequate, ,1054300,1119200,64900,269,3919.33085502,48, ,3,1,5562,B,GREENS BAYOU,0, , , , ,9480.61436136221,3430964.81945631
857,1474,P0076,115.78063032,Inadequate, ,1549400,1670600,121200,375,4131.73333333,16,1,1,1,5561,B,GREENS BAYOU,0, , , , ,12169.0888840467,5043404.02388871
858,1477,E0392,7.06756157,Cannot Analyze, ,29200,29200,0,4,7300,0,0,4,3,5262,B,WHITE OAK BAYOU,0, , , , ,2287.74769444033,307862.941289103
859,1479,E5062,127.19684108,Proposed, ,2058400,2365400,307000,332,6200,9, ,3,2,5262,B,WHITE OAK BAYOU,0, , , , ,11415.6865471221,5540694.85340989
860,1480,P1159,51.29661937,Proposed, ,1014400,1014400,0,59,17193.220339,2,3,1,1,5462,B,GREENS BAYOU,0, , , , ,7181.26972343216,2234480.73557315
861,1481,E5061,11.22904603,Proposed, ,117300,137600,20300,5,23460,0,0,4,4,5262,H,WHITE OAK BAYOU,0, , , , ,3447.8738220854,489137.132245664
862,1482,P1118,251.25813347,Proposed, ,3039400,3558700,519300,1023,2971.06549365,28,1,1,1,5562,B,GREENS BAYOU,0, , , , ,15079.4475814286,10944803.6667509
863,1484,P1144,115.13712106,Proposed, ,2755100,3318300,563200,150,18367.3333333,4, ,3,1,5462,B,GREENS BAYOU,0, , , , ,11386.4165978401,5015372.76628539
864,1485,E0119,22.09784897,Inadequate, ,76400,76400,0,78,979.48717949,9,15,1,1,5162,A,WHITE OAK BAYOU,0, , , , ,5092.57567777133,962582.171510955
865,1488,E5205,32.43689604,Proposed, ,281800,326200,44400,0,0,1, ,3,2,5262,B,WHITE OAK BAYOU,0, , , , ,5173.32522734023,1412951.12331449
866,1489,E0906,23.23271509,Inadequate, ,386700,386700,0,52,7436.53846154,0,0,4,3,5162,A,WHITE OAK BAYOU,0, , , , ,4045.71013533014,1012017.11725569
867,1491,E5094,116.01961437,Proposed, ,1395700,1395700,0,269,5188.47583643,4, ,3,2,5162,A,WHITE OAK BAYOU,0, , , , ,10961.6683476142,5053814.80616949
868,1493,P1125,55.24104574,Proposed, ,855900,855900,0,390,2194.61538462,22,108,1,1,5462,B,GREENS BAYOU,0, , , , ,6971.10513461883,2406300.26037426
869,1494,P1120,36.6746445,Proposed, ,342100,342100,0,52,6578.84615385,0,2,4,3,5562,B,GREENS BAYOU,0, , , , ,5437.27274155012,1597547.80386088
870,1495,E5111,27.69107719,Proposed, ,291500,291500,0,78,3737.17948718,8,22,1,2,5161,A,WHITE OAK BAYOU,0, , , , ,5092.80814903985,1206223.18792843
871,1496,E0901,123.94814784,Inadequate, ,1353700,1960300,606600,287,4716.72473868,5, ,3,1,5161,A,WHITE OAK BAYOU,0, , , , ,10505.5184780084,5399181.47197687
872,1498,E0560,48.77776519,Inadequate, ,794400,986200,191800,70,11348.5714286,0,0,4,3,5061,A,WHITE OAK BAYOU,0, , , , ,7983.12247808306,2124759.43484671
873,1499,E5056,159.24679074,Proposed, ,1310900,1449700,138800,561,2336.7201426,9,1,1,2,5261,B,WHITE OAK BAYOU,0, , , , ,11333.7088981784,6936789.79917753
874,1500,E5060,5.43295021,Proposed, ,54200,54200,0,8,6775,0,0,4,4,5262,H,WHITE OAK BAYOU,0, , , , ,2128.81243180525,236659.296536526
875,1501,P0100,59.96958059,Inadequate, ,220500,255000,34500,113,1951.32743363,15,33,1,1,5461,B,GREENS BAYOU,0, , , , ,7207.1269009688,2612275.04666691
876,1502,P1122,123.5404085,Proposed, ,1785800,2043500,257700,330,5411.51515152,17,11,1,1,5461,H,GREENS BAYOU,0, , , , ,12356.7304132794,5381420.1943265
877,1503,P1121,222.67046607,Proposed, ,3455000,3798700,343700,430,8034.88372093,19,10,1,1,5561,H,GREENS BAYOU,0, , , , ,13006.0864509711,9699525.39269158
878,1504,P0075,51.09659901,Inadequate, ,372800,372800,0,166,2245.78313253,30, ,3,1,5561,B,GREENS BAYOU,0, , , , ,6447.67734537071,2225767.86404893
879,1506,P1124,298.80760477,Proposed, ,5295200,5956700,661500,709,7468.54724965,28,29,4,4,5461,H,GREENS BAYOU,0, , , , ,15627.4135179411,13016059.6025693
880,1507,E5110,50.3724588,Proposed, ,596900,694700,97800,161,3707.45341615,63,365,1,2,5161,A,WHITE OAK BAYOU,0, , , , ,6400.80434551995,2194224.25725307
881,1511,P0065,83.48878366,Inadequate, ,508200,571700,63500,198,2566.66666667,0,0,3,1,5661,B,GREENS BAYOU,0, , , , ,8005.89531560534,3636771.34141276
882,1512,P0063,101.3904176,Inadequate, ,433300,481800,48500,1,433300,9,3,4,3,5561,B,GREENS BAYOU,0, , , , ,11009.014141228,4416566.70503946
883,1515,E5209,22.65822492,Proposed, ,208900,227300,18400,0,0,1, ,4,4,5261,B,WHITE OAK BAYOU,0, , , , ,4029.65521147359,986992.149640157
884,1516,E5059,3.03465929,Proposed, ,59800,59800,0,7,8542.85714286,0,0,4,4,5261,H,WHITE OAK BAYOU,0, , , , ,1471.52453665491,132189.795710039
885,1517,P1129,149.67291109,Proposed, ,3288700,4249400,960700,312,10540.7051282,7, ,1,1,5461,B,GREENS BAYOU,0, , , , ,11548.5534468055,6519752.10137326
886,1518,E0117,123.21033077,Inadequate, ,198800,926100,727300,83,2395.18072289,1, ,3,1,5161,B,WHITE OAK BAYOU,0, , , , ,16696.73866972,5367042.33858746
887,1520,E5185,9.55050549,Proposed, ,101800,101800,0,3,33933.3333333,0,0,4,5,4961,A,WHITE OAK BAYOU,0, , , , ,3529.14241233467,416020.120649628
888,1523,P1116,30.96493092,Proposed, ,846600,909700,63100,83,10200,4, ,1,1,5561,B,GREENS BAYOU,0, , , , ,5240.36696439966,1348832.23023285
889,1524,E5186,23.98353041,Proposed, ,135500,164800,29300,7,19357.1428571,0,0,4,5,4961,A,WHITE OAK BAYOU,0, , , , ,4667.05523582658,1044722.3976666
890,1525,E0526,189.48935622,Inadequate, ,2743800,4381700,1637900,48,57162.5,0,0,4,3,5161,A,WHITE OAK BAYOU,0, , , , ,15512.4344706153,8254156.86947637
891,1526,P0066,69.41842834,Inadequate, ,272300,364500,92200,224,1215.625,13,5,1,1,5561,B,GREENS BAYOU,0, , , , ,7771.78070697106,3023866.80814114
892,1527,P1128,66.08082073,Proposed, ,882600,1030500,147900,147,6004.08163265,10,17,1,1,5361,H,GREENS BAYOU,0, , , , ,8194.14737786596,2878480.65565972
893,1529,P0072,48.72683789,Inadequate, ,55500,311600,256100,181,306.62983425,16,2,1,1,5561,B,GREENS BAYOU,0, , , , ,7151.50620362802,2122540.93895023
894,1530,E5058,2.66673517,Proposed, ,51500,51500,0,8,6437.5,0,0,4,4,5261,H,WHITE OAK BAYOU,0, , , , ,1373.17930456073,116162.944021362
895,1531,P1093,86.35140756,Proposed, ,1314300,1314300,0,220,5974.09090909,1, ,3,1,5661,B,GREENS BAYOU,0, , , , ,9318.43267464432,3761467.00701125
896,1533,E5105,259.73165792,Proposed, ,8244100,9202400,958300,95,86780,1,2,4,5,5161,A,WHITE OAK BAYOU,0, , , , ,20104.4534346816,11313911.16854
897,1538,E5183,25.94776087,Proposed, ,348500,400500,52000,9,38722.2222222,0,0,4,5,4961,A,WHITE OAK BAYOU,0, , , , ,4357.63577616066,1130284.42590315
898,1539,E5204,35.35154166,Proposed, ,329000,329000,0,0,0,0,0,4,4,5261,B,WHITE OAK BAYOU,0, , , , ,4999.43893523077,1539912.98077311
899,1540,E5057,5.40677334,Proposed, ,57300,57300,0,12,4775,0,0,4,4,5261,H,WHITE OAK BAYOU,0, , , , ,2076.89065856775,235519.06756393
900,1541,P0073,53.57644885,Inadequate, ,429100,453200,24100,184,2332.06521739,11, ,3,1,5561,B,GREENS BAYOU,0, , , , ,6068.82168842123,2333789.94235962
901,1542,P1107,92.72046881,Proposed, ,1197000,1197000,0,256,4675.78125,9,13,1,1,5560,B,GREENS BAYOU,0, , , , ,8651.39413408119,4038903.60587346
902,1543,P1109,102.9014539,Proposed, ,1155900,1155900,0,344,3360.1744186,28,8,1,1,5560,B,GREENS BAYOU,0, , , , ,8913.50274362327,4482387.68192267
903,1544,P1106,61.76977031,Proposed, ,886600,886600,0,113,7846.01769912,10,18,1,1,5560,B,GREENS BAYOU,0, , , , ,7681.96119225793,2690691.04102329
904,1545,E5075,40.63347719,Proposed, ,349500,393400,43900,48,7281.25,4, ,3,2,5260,A,WHITE OAK BAYOU,0, , , , ,5344.83181068458,1769994.33674567
905,1546,D0898,876.58950987,Cannot Analyze, ,0,0,0,1675,0,245,60,1,CNA,5454,D,BRAYS BAYOU,0, , , , ,46077.8344663185,38184238.8622352
906,1547,E5103,31.66266473,Proposed, ,726675.279,726675.279,0,163,4458.13054601,0,0,2,2,5160,B,WHITE OAK BAYOU,0, , , , ,6826.85326570011,1379225.73914118
907,1548,E5071,6.55120507,Proposed, ,39800,39800,0,21,1895.23809524,0,0,4,5,5160,A,WHITE OAK BAYOU,0, , , , ,2288.01930691998,285370.517514544
908,1549,E5152,131.29768071,Proposed, ,1891200,1891200,0,130,14547.6923077,0,0,2,2,5060,A,WHITE OAK BAYOU,0, , , , ,9967.88082665016,5719327.0589718
909,1551,E0168,1.16914407,Cannot Analyze, ,0,0,0,4,0,0,0,4,CNA,5160,A,WHITE OAK BAYOU,0, , , , ,1008.33856853283,50927.9167223967
910,1552,W0328,7.76028844,Inadequate, ,95200,95200,0,24,3966.66666667,28,2,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2916.10889613088,338038.226849717
911,1553,W0399,6.54764493,Inadequate, ,67100,67100,0,20,3355,22, ,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2833.17726052395,285215.521765705
912,1556,H0140,13.16959066,Cannot Analyze, ,0,0,0,28,0,0,0,3,CNA,5459,H,HUNTING BAYOU,0, , , , ,3521.17718702768,573667.28072952
913,1557,W0359,35.50679535,Inadequate, ,464800,464800,0,101,4601.98019802,23, ,2,1,5059,A,WHITE OAK BAYOU,0, , , , ,5439.91607830239,1546675.92477305
914,1560,W0329,25.65655534,Inadequate, ,485000,660100,175100,9,53888.8888889,0,0,4,3,4958,A,BUFFALO BAYOU,0, , , , ,4306.92273607637,1117599.46599976
915,1561,W0435,300.07071969,Inadequate, ,1931300,2164000,232700,48,40235.4166667,1, ,4,3,5258,A,BUFFALO BAYOU,0, , , , ,15987.073596697,13071080.6891241
916,1562,W0331,19.08381864,Inadequate, ,159500,351300,191800,70,2278.57142857,36,19,4,3,4958,A,BUFFALO BAYOU,0, , , , ,3986.27996935139,831291.068270067
917,1565,E5010,104.96072983,Proposed, ,0,0,0,63,0,8, ,3,5,5258,A,WHITE OAK BAYOU,0, , , , ,11155.7727341594,4572089.70639953
918,1566,W0152,15.01962295,Inadequate, ,38700,38700,0,42,921.42857143,0,0,4,3,4757,A,BUFFALO BAYOU,0, , , , ,3432.03737368224,654254.826627048
919,1568,W0201,56.19283856,Inadequate, ,207100,207100,0,187,1107.48663102,106,37,2,1,4857,G,BUFFALO BAYOU,0, , , , ,8508.2174035844,2447760.12427072
920,1569,W0197,86.20401339,Inadequate, ,1431100,1472500,41400,360,3975.27777778,72,5,1,1,4857,G,BUFFALO BAYOU,0, , , , ,9231.2185875498,3755046.85699516
921,1570,W0455,31.08600604,Inadequate, ,54500,54500,0,2,27250,0,0,4,3,5357,H,BUFFALO BAYOU,0, , , , ,5268.86919244372,1354106.31605882
922,1571,W0223,37.04551699,Inadequate, ,874700,1055400,180700,152,5754.60526316,14,8,4,3,4857,G,BUFFALO BAYOU,0, , , , ,4959.49383615227,1613702.83874232
923,1573,W0456,7.56362122,Cannot Analyze, ,0,0,0,2,0,0,0,4,CNA,5357,H,BUFFALO BAYOU,0, , , , ,2501.56591449979,329471.281700609
