OBJECTID_1,OBJECTID,OUTFALL,ACREAGE,Y2STATUS,Y5STATUS,Y2COST,Y5COST,ADDFORY5,ADDRESSES,Y2COSTPADD,NUM_STFLD,NUM_HSEFLD,GROUP_,Y2CATEGORY,FACETS,C_DISTRICT,WSHED,PCT_SNGLFA,created_us,created_da,last_edite,last_edi_1,Shape_Length,Shape_Area
408,1007,C0080,9.52172903,Adequate, ,0,0,0,34,0,0,0,4,A,5251,D,SIMS BAYOU,0, , , , ,2675.34562942026,414766.529627442
409,1009,C0074,3.20265584,Adequate, ,0,0,0,15,0,2,8,1,A,5251,D,SIMS BAYOU,0, , , , ,1520.26374828703,139507.732904723
410,1010,C0678,24.4580425,Adequate, ,0,81000,81000,1,0,0,0,4,A,5051,D,SIMS BAYOU,0, , , , ,6819.88043999425,1065392.2470274
411,1011,C0082,6.38409069,Adequate, ,0,0,0,19,0,0,0,4,A,5251,D,SIMS BAYOU,0, , , , ,2303.67879262738,278090.965849497
412,1014,W0305,31.31944474,Adequate, ,0,0,0,4,0,0,0,4,A,4959,A,BUFFALO BAYOU,0, , , , ,8307.7896568893,1364275.17942473
413,1015,W0304,20.52440025,Adequate, ,0,0,0,2,0,0,0,4,A,4959,A,BUFFALO BAYOU,0, , , , ,4684.48806074474,894043.0883929
414,1016,E0235,11.35408729,Adequate, ,0,0,0,1,0,0,0,4,A,5159,H,WHITE OAK BAYOU,0, , , , ,2998.69494341322,494584.081311974
415,1023,D0656,189.028339,Adequate,Adequate,0,0,0,79,0,3, ,3,A,4953,C,BRAYS BAYOU,0, , , , ,18283.8321944699,8234074.22527913
416,1026,E0149,8.15549791,Adequate, ,0,0,0,16,0,0,0,4,A,5259,H,WHITE OAK BAYOU,0, , , , ,2727.9888911886,355253.348166798
417,1032,E0323,6.11902368,Adequate, ,0,0,0,16,0,0,0,4,A,5359,H,WHITE OAK BAYOU,0, , , , ,2845.88262144957,266544.596383033
418,1037,D0784,23.83493312,Adequate, ,0,0,0,91,0,0,0,4,A,4854,F,BRAYS BAYOU,0, , , , ,4455.2200550008,1038249.6598926
419,1042,D0272,9.65509523,Adequate, ,0,0,0,30,0,3, ,3,A,5153,C,BRAYS BAYOU,0, , , , ,2607.49084201708,420575.925583193
420,1043,D0181,3.00652236,Adequate, ,0,0,0,10,0,0,0,4,A,5153,C,BRAYS BAYOU,0, , , , ,1501.5247110281,130964.020977082
421,1045,C0236,6.24753534,Adequate, ,0,0,0,2,0,0,0,4,A,5653,I,SIMS BAYOU,0, , , , ,2436.34140851997,272142.716484645
422,1048,D0273,5.73777569,Adequate, ,0,0,0,0,0,10, ,3,A,5153,C,BRAYS BAYOU,0, , , , ,2238.54011960182,249937.42470142
423,1049,D0763,16.03381619,Adequate, ,0,0,0,62,0,0,0,4,A,4853,F,BRAYS BAYOU,0, , , , ,3570.24424114323,698433.025219378
424,1052,D0627,66.79111255,Adequate, ,0,0,0,270,0,16,1,1,A,4953,C,BRAYS BAYOU,0, , , , ,8748.01651159409,2909420.99150671
425,1054,D0373,27.53352061,Adequate, ,0,0,0,61,0,26,1,1,A,5153,C,BRAYS BAYOU,0, , , , ,7015.76430929272,1199359.98813581
426,1056,C0230,7.5299279,Adequate, ,0,0,0,32,0,7, ,3,A,5653,I,SIMS BAYOU,0, , , , ,2795.10576560656,328003.701282725
427,1057,C0441,3.14280137,Adequate, ,0,0,0,13,0,1, ,3,A,5453,D,SIMS BAYOU,0, , , , ,1527.71114474384,136900.488276151
428,1059,D0422,9.56053799,Adequate, ,0,0,0,31,0,14, ,3,A,5153,C,BRAYS BAYOU,0, , , , ,2726.73431414842,416457.034629503
429,1061,E0208,17.71413457,Adequate, ,0,0,0,63,0,7,2,2,A,5062,A,WHITE OAK BAYOU,0, , , , ,4743.00743400341,771627.783253125
430,1062,E0925,1.15103495,Adequate, ,0,0,0,5,0,0,0,4,A,5162,A,WHITE OAK BAYOU,0, , , , ,900.546283707272,50139.0874482332
431,1068,E0396,2.30331068,Adequate, ,0,0,0,9,0,0,0,4,A,5262,B,WHITE OAK BAYOU,0, , , , ,1270.45826940862,100332.178293104
432,1069,E0398,2.28322186,Adequate, ,0,0,0,9,0,0,0,4,A,5262,B,WHITE OAK BAYOU,0, , , , ,1267.32497862576,99457.1916363496
433,1070,E0212,2.70531568,Adequate, ,0,0,0,14,0,0,0,4,A,5062,A,WHITE OAK BAYOU,0, , , , ,1406.76722515075,117843.651164492
434,1071,E0399,2.24263778,Adequate, ,0,0,0,9,0,2, ,4,A,5262,B,WHITE OAK BAYOU,0, , , , ,1256.68166825871,97689.3020836279
435,1073,E0206,35.49402892,Adequate, ,0,496900,496900,142,0,12,10,1,A,5062,A,WHITE OAK BAYOU,0, , , , ,6046.76542553403,1546120.08222198
436,1081,E0393,3.24064589,Adequate, ,0,0,0,1,0,0,0,4,A,5262,B,WHITE OAK BAYOU,0, , , , ,1501.83387772116,141162.508325487
437,1082,E0920,18.70606923,Adequate, ,0,0,0,62,0,22, ,3,A,5162,A,WHITE OAK BAYOU,0, , , , ,5398.38694661898,814836.421055883
438,1090,E0921,1.10033956,Adequate, ,0,0,0,3,0,0,2,2,A,5162,A,WHITE OAK BAYOU,0, , , , ,977.470667083028,47930.7593177843
439,1092,E0916,2.97885926,Adequate, ,0,0,0,9,0,0,0,4,A,5162,A,WHITE OAK BAYOU,0, , , , ,1454.931313862,129759.100717872
440,1093,E0389,10.07593519,Adequate, ,0,0,0,1,0,0,0,4,A,5262,B,WHITE OAK BAYOU,0, , , , ,3453.81818790385,438907.690722615
441,1094,E0137,23.68800336,Adequate, ,0,0,0,118,0,9, ,3,A,5062,A,WHITE OAK BAYOU,0, , , , ,4507.88261878104,1031849.39589468
442,1096,E0133,10.34774256,Adequate, ,0,0,0,44,0,2,38,1,A,5062,A,WHITE OAK BAYOU,0, , , , ,3016.84767328332,450747.564650568
443,1099,W0694,12.69450662,Adequate, ,0,4800,4800,29,0,1, ,3,A,5157,G,BUFFALO BAYOU,0, , , , ,3510.75716533364,552972.73646483
444,1101,C0377,6.26019476,Adequate, ,0,0,0,27,0,0,0,3,A,5553,I,SIMS BAYOU,0, , , , ,2735.75737805532,272694.048785652
445,1102,C0822,8.63636205,Adequate,Adequate,0,0,244100,13,0,0,0,4,A,5654,I,SIMS BAYOU,0, , , , ,4289.99404472113,376200.010940703
446,1103,W0904,2.05578178,Adequate, ,0,0,0,1,0,0,0,4,A,5056,C,BUFFALO BAYOU,0, , , , ,1829.99962085485,89549.8386471279
447,1104,W0902,3.1426933,Adequate, ,0,0,0,0,0,0,0,4,A,5056,C,BUFFALO BAYOU,0, , , , ,2307.89411377637,136895.708141785
448,1105,Z0001,7.45350864,Adequate, ,0,0,0,23,0,0,0,4,A,5049,D,CLEAR CREEK,0, , , , ,3809.99566081166,324674.92176849
449,1106,Z0002,6.44112049,Adequate, ,0,0,0,22,0,0,0,4,A,5049,D,CLEAR CREEK,0, , , , ,3480.00091397762,280575.176911848
450,1107,Z0003,4.08574442,Adequate, ,0,0,0,16,0,0,0,4,A,5049,D,CLEAR CREEK,0, , , , ,2309.99931704998,177974.981997082
451,1108,Z0004,15.20144046,Adequate, ,0,0,0,58,0,0,0,4,A,5049,D,CLEAR CREEK,0, , , , ,4919.9980340302,662174.826687789
452,1111,D1405,4.35434125,Adequate,Adequate,0,0,0,6,0,0,0,4,A,5355,D,BRAYS BAYOU,0, , , , ,2849.99889314175,189675.112365768
453,1113,D1415,2.45867817,Adequate,Adequate,0,0,0,4,0,0,0,4,A,5555,I,BRAYS BAYOU,0, , , , ,1920.00075319409,107100.009590213
454,1114,D1434,9.49380275,Adequate, ,0,0,0,51,0,1,3,1,A,5556,I,BRAYS BAYOU,0, , , , ,4080.00037014484,413550.08299783
455,1118,P0214,9.63855796,Adequate, ,0,0,0,1,0,0,0,4,A,4965,A,GREENS BAYOU,0, , , , ,3303.45999205445,419855.532244458
456,1121,P0154,1.46864587,Adequate, ,0,0,0,1,0,0,0,4,A,5365,B,GREENS BAYOU,0, , , , ,1082.07153472776,63974.16585453
457,1122,P0157,4.35384425,Adequate, ,0,0,0,1,0,0,0,4,A,5365,B,GREENS BAYOU,0, , , , ,1975.92477653764,189653.49948932
458,1123,P0155,3.45857219,Adequate, ,0,0,0,1,0,0,0,4,A,5365,B,GREENS BAYOU,0, , , , ,1776.65571798685,150655.37354256
459,1124,P0202,9.56024478,Adequate, ,0,0,0,1,0,0,0,4,A,5265,B,GREENS BAYOU,0, , , , ,3004.64962488252,416444.275202093
460,1128,P0213,4.78148451,Adequate, ,0,0,0,1,0,0,0,0,5,4965,A,GREENS BAYOU,0, , , , ,1889.25841146079,208281.568142847
461,1130,P0211,6.76615604,Adequate, ,0,0,0,1,0,0,0,0,5,4965,A,GREENS BAYOU,0, , , , ,2272.96220016599,294733.820591901
462,1136,P0209,5.75922587,Adequate, ,0,0,0,1,0,0,0,0,5,4965,A,GREENS BAYOU,0, , , , ,2011.71635779183,250872.020793077
463,1137,P0107,72.74705342,Adequate, ,0,0,0,1,0,0,0,4,A,5565,B,GREENS BAYOU,0, , , , ,8524.53980512002,3168861.57788187
464,1139,P0200,50.03109444,Adequate, ,0,0,0,1,0,0,0,4,A,5265,B,GREENS BAYOU,0, , , , ,5884.03990579386,2179354.64465882
465,1141,P0199,58.68019508,Adequate, ,0,0,0,1,0,0,0,4,A,5265,B,GREENS BAYOU,0, , , , ,6613.01434081468,2556109.66425237
466,1145,E0202,11.28802437,Adequate, ,0,0,0,44,0,0,0,4,A,5062,A,WHITE OAK BAYOU,0, , , , ,2950.07124428636,491706.24392896
467,1148,P0133,2.50475257,Adequate, ,0,0,0,1,0,0,0,4,A,5262,B,GREENS BAYOU,0, , , , ,1329.92947238319,109106.9932102
468,1149,E0223,12.83959993,Adequate, ,0,0,0,56,0,7, ,3,A,5062,A,WHITE OAK BAYOU,0, , , , ,3337.31198508069,559293.03721872
469,1151,E0224,12.78798534,Adequate, ,0,0,0,60,0,0,0,4,A,5062,A,WHITE OAK BAYOU,0, , , , ,3147.23249703058,557044.733011584
470,1152,P0120,4.94237952,Adequate, ,0,0,0,1,0,0,0,4,A,5262,B,GREENS BAYOU,0, , , , ,4476.09384354242,215289.969253543
471,1156,E0222,22.5167359,Adequate, ,0,0,0,97,0,0,0,4,A,5062,A,WHITE OAK BAYOU,0, , , , ,4554.60158675761,980829.036445813
472,1162,P0123,16.28319724,Adequate, ,0,0,0,1,0,0,0,4,A,5262,B,GREENS BAYOU,0, , , , ,4580.11894234127,709296.080626133
473,1166,E0218,2.63562194,Adequate, ,0,0,0,9,0,0,0,4,A,5062,A,WHITE OAK BAYOU,0, , , , ,1603.37695978865,114807.648071474
474,1167,E0927,18.67833771,Adequate, ,0,0,0,16,0,0,0,4,A,5162,A,WHITE OAK BAYOU,0, , , , ,3762.60134823654,813628.358495634
475,1170,E0217,0.21322709,Adequate, ,0,0,0,1,0,0,0,4,A,5062,A,WHITE OAK BAYOU,0, , , , ,393.678766514834,9288.15939128365
476,1171,E0216,7.11042248,Adequate, ,0,0,0,34,0,2, ,3,A,5062,A,WHITE OAK BAYOU,0, , , , ,2226.20150002486,309730.002128808
477,1173,E0394,17.44858972,Adequate, ,0,0,0,32,0,0,0,4,A,5262,B,GREENS BAYOU,0, , , , ,4445.85198191749,760060.654727846
478,1175,E0211,3.04564564,Adequate, ,0,0,0,14,0,0,0,4,A,5062,A,WHITE OAK BAYOU,0, , , , ,1634.91343704782,132668.250757021
479,1177,E0922,5.27487446,Adequate, ,0,0,0,17,0,4,2,1,A,5162,A,WHITE OAK BAYOU,0, , , , ,2072.78580760011,229773.518254178
480,1179,E0923,19.54320343,Adequate, ,0,0,0,64,0,10, ,2,A,5162,A,WHITE OAK BAYOU,0, , , , ,3791.45784823227,851302.076087506
481,1182,E0209,1.18967102,Adequate, ,0,0,0,6,0,0,0,4,A,5062,A,WHITE OAK BAYOU,0, , , , ,1026.73210142127,51822.0731676202
482,1187,D0752,18.57602394,Adequate,Adequate,0,0,0,45,0,0,0,4,A,4853,F,BRAYS BAYOU,0, , , , ,7641.20891499486,809171.341647995
483,1188,D0751,47.87536992,Adequate,Adequate,0,0,0,205,0,7, ,3,A,4853,F,BRAYS BAYOU,0, , , , ,6548.92798572448,2085451.15851902
484,1189,H0036,20.68445616,Adequate, ,0,0,0,82,0,12,1,1,A,5758,I,HUNTING BAYOU,0, , , , ,3810.22640171322,901014.967098589
485,1194,W0035,30.46486265,Adequate, ,0,0,0,3,0,0,0,4,A,4956,G,BUFFALO BAYOU,0, , , , ,4616.9865038175,1327049.45465308
486,1195,W0099,4.65832957,Adequate, ,0,0,0,12,0,2, ,3,A,5056,G,BUFFALO BAYOU,0, , , , ,1886.23810304895,202916.727942123
487,1196,W0098,3.95885006,Adequate, ,0,0,0,14,0,0,0,4,A,5056,G,BUFFALO BAYOU,0, , , , ,1709.03465269013,172447.564537617
488,1198,D7012,12.45741351,Adequate,Adequate,0,0,0,22,0,0,0,4,A,5456,I,BRAYS BAYOU,0, , , , ,3914.97255600752,542644.94533046
489,1200,W0626,156.21602374,Adequate, ,0,2938500,2938500,501,0,315,4,1,A,5156,G,BUFFALO BAYOU,0, , , , ,15551.7725122038,6804770.18964344
490,1205,E0386,39.91992849,Adequate, ,0,0,0,45,0,0,0,4,A,5261,H,WHITE OAK BAYOU,0, , , , ,8154.25623083686,1738912.11528079
491,1206,E0903,13.08004138,Adequate, ,0,0,0,38,0,2,1,1,A,5162,A,WHITE OAK BAYOU,0, , , , ,3100.85040960521,569766.490661469
492,1211,E0201,4.02223999,Adequate, ,0,0,0,47,0,0,0,4,A,5162,A,WHITE OAK BAYOU,0, , , , ,2137.45885830556,175208.827667635
493,1215,W0458,48.10173786,Adequate, ,0,0,0,176,0,2, ,4,A,5357,H,BUFFALO BAYOU,0, , , , ,7038.83506070738,2095311.82651374
494,1216,W0581,8.96036669,Adequate, ,0,0,0,11,0,3, ,3,A,5157,G,BUFFALO BAYOU,0, , , , ,2737.06293773251,390313.475338626
495,1217,W0583,24.54003918,Adequate, ,0,0,0,40,0,4, ,3,A,5157,G,BUFFALO BAYOU,0, , , , ,5623.88092625393,1068964.03605734
496,1219,W0194,138.52661263,Adequate, ,0,1267800,1267800,617,0,14,1,4,A,4857,G,BUFFALO BAYOU,0, , , , ,14333.5686209546,6034219.00964096
497,1221,W0097,6.5520763,Adequate, ,0,0,0,21,0,0,0,4,A,5056,G,BUFFALO BAYOU,0, , , , ,2371.60439439022,285408.381821177
498,1222,W0129,17.85610534,Adequate, ,0,0,0,124,0,0,0,4,A,5056,G,BUFFALO BAYOU,0, , , , ,3583.11599949876,777811.98908591
499,1223,W0096,1.82649884,Adequate, ,0,0,0,1,0,0,0,4,A,5056,G,BUFFALO BAYOU,0, , , , ,1148.06456464377,79562.2989578245
500,1224,W0053,8.40611518,Adequate, ,0,0,0,0,0,0,0,4,A,4956,G,BUFFALO BAYOU,0, , , , ,3075.92680228447,366170.258603651
501,1226,C0101,7.93833552,Adequate, ,0,0,0,32,0,0,0,4,A,5151,D,SIMS BAYOU,0, , , , ,2791.72542419212,345793.812613375
502,1227,C0102,11.93639299,Adequate, ,0,0,0,57,0,3, ,3,A,5151,D,SIMS BAYOU,0, , , , ,3130.26996397079,519949.246933949
503,1228,C0085,90.07729914,Adequate, ,0,0,0,17,0,0,0,4,A,5251,D,SIMS BAYOU,0, , , , ,10343.0517217217,3923767.26345008
504,1233,E0529,18.30366708,Adequate, ,0,0,0,70,0,0,0,4,A,5061,A,WHITE OAK BAYOU,0, , , , ,3721.96104609705,797307.677810421
505,1234,P0048,20.08201524,Adequate, ,0,0,0,69,0,2,2,1,A,5661,B,GREENS BAYOU,0, , , , ,4180.89515060889,874772.758895713
506,1235,P0047,20.25060169,Adequate, ,0,0,0,58,0,14,7,1,A,5661,B,GREENS BAYOU,0, , , , ,3861.80258244579,882116.153275259
507,1236,P0051,12.11174838,Adequate, ,0,0,0,47,0,4,1,1,A,5661,B,GREENS BAYOU,0, , , , ,3675.27363552262,527587.855461758
508,1238,E0537,55.89084075,Adequate, ,0,0,0,11,0,0,0,4,A,5061,A,WHITE OAK BAYOU,0, , , , ,8041.43241773434,2434605.15736339
509,1239,E0518,20.41418541,Adequate, ,0,0,0,2,0,0,0,4,A,5161,B,WHITE OAK BAYOU,0, , , , ,5351.27011153951,889241.966500335
510,1240,E0535,25.04556505,Adequate, ,0,0,0,78,0,0,0,4,A,5061,A,WHITE OAK BAYOU,0, , , , ,5195.8910454995,1090984.69627465
511,1241,E0521,24.78322492,Adequate, ,0,0,0,12,0,0,0,4,A,5161,B,WHITE OAK BAYOU,0, , , , ,5064.06429687856,1079557.21475013
512,1242,E0528,9.35161692,Adequate, ,0,0,0,41,0,0,0,4,A,5061,A,WHITE OAK BAYOU,0, , , , ,2606.93517283153,407356.446863884
513,1243,P0050,26.69250513,Adequate, ,0,0,0,92,0,4, ,3,A,5661,B,GREENS BAYOU,0, , , , ,4322.75142257601,1162725.60901902
514,1244,E0523,13.09591592,Adequate, ,0,0,0,146,0,0,0,4,A,5161,B,WHITE OAK BAYOU,0, , , , ,3123.8776416509,570458.107269817
515,1251,D0837,6.92221301,Adequate,Adequate,0,0,0,26,0,1, ,4,A,5454,D,BRAYS BAYOU,0, , , , ,2579.53841374492,301531.607151243
516,1254,E0503,6.95966731,Adequate, ,0,0,0,45,0,0,0,2,A,5161,B,WHITE OAK BAYOU,0, , , , ,2562.77242937143,303163.07638463
517,1255,P0039,4.05299485,Adequate, ,0,0,0,13,0,0,0,4,4,5661,B,GREENS BAYOU,0, , , , ,1967.1668047187,176548.487926253
518,1256,E0504,22.77712839,Adequate, ,0,0,0,142,0,0,0,4,A,5161,B,WHITE OAK BAYOU,0, , , , ,3902.57438940875,992171.74354088
519,1257,E0508,29.79372117,Adequate, ,0,0,0,69,0,0,0,4,A,5161,A,WHITE OAK BAYOU,0, , , , ,4969.07510245892,1297814.59681478
520,1258,E0253,6.34697484,Adequate, ,0,0,0,12,0,2, ,3,A,5261,B,WHITE OAK BAYOU,0, , , , ,2247.79660665512,276474.263044774
521,1259,E0258,4.17655487,Adequate, ,0,0,0,15,0,0,0,4,A,5261,B,WHITE OAK BAYOU,0, , , , ,1767.0782577278,181930.783407133
522,1260,H0126,28.42398895,Adequate, ,0,0,0,3,0,0,0,3,A,5459,H,HUNTING BAYOU,0, , , , ,4491.79999272909,1238148.96430475
523,1261,W0338,6.54095336,Adequate, ,0,0,0,0,0,0,0,4,A,4959,A,BUFFALO BAYOU,0, , , , ,2150.39928955629,284924.035262933
524,1262,E0158,2.93754305,Adequate, ,0,0,0,5,0,0,0,4,A,5259,A,WHITE OAK BAYOU,0, , , , ,1451.18568636889,127959.3368697
525,1264,W0393,12.13665952,Adequate, ,0,0,0,44,0,4, ,4,A,4959,A,BUFFALO BAYOU,0, , , , ,3548.11003666162,528673.028366153
526,1266,E0329,223.94259599,Adequate, ,0,3530000,3530000,799,0,21,1,1,A,5459,H,WHITE OAK BAYOU,0, , , , ,17544.2239131843,9754939.51458625
527,1267,W0750,6.55527835,Adequate, ,0,0,0,9,0,3, ,4,A,4959,A,BUFFALO BAYOU,0, , , , ,2329.08457293529,285547.953601029
528,1273,H0095,91.70977117,Adequate, ,0,0,0,20,0,1, ,3,A,5559,B,HUNTING BAYOU,0, , , , ,12937.8475722389,3994877.44747628
529,1275,E0075,16.14764011,Adequate, ,0,0,0,8,0,0,0,4,A,5259,H,WHITE OAK BAYOU,0, , , , ,4172.69520090451,703391.347188688
530,1277,W0347,7.2362096,Adequate, ,0,0,0,24,0,13, ,4,A,5059,A,BUFFALO BAYOU,0, , , , ,2252.82268618891,315209.322319618
531,1281,W0801,20.50899183,Adequate, ,0,0,0,26,0,0,0,4,A,5357,I,BUFFALO BAYOU,0, , , , ,4023.45408869778,893371.617378531
532,1282,W0236,3.50254111,Adequate, ,0,0,0,3,0,0,0,4,A,4957,G,BUFFALO BAYOU,0, , , , ,1727.85319591077,152570.655661636
533,1283,W0426,8.6333899,Adequate, ,0,0,0,0,0,0,0,4,A,5157,G,BUFFALO BAYOU,0, , , , ,2966.24171411971,376070.322418055
534,1284,W0425,17.3193557,Adequate, ,0,0,0,1,0,0,0,4,A,5157,G,BUFFALO BAYOU,0, , , , ,4114.29809094388,754431.146964311
535,1285,W0644,27.7276272,Adequate, ,0,0,0,6,0,0,0,4,A,5357,D,BUFFALO BAYOU,0, , , , ,4377.66073332626,1207815.48663386
536,1286,W0664,26.60995161,Adequate, ,0,163100,163100,17,0,0,0,4,A,5457,H,BUFFALO BAYOU,0, , , , ,4895.16695976865,1159129.56575502
537,1288,W0227,11.40356819,Adequate, ,0,0,0,25,0,2,3,2,A,4957,G,BUFFALO BAYOU,0, , , , ,3471.15482139884,496739.535716203
538,1289,W0642,7.98049549,Adequate, ,0,0,0,0,0,0,0,4,A,5357,D,BUFFALO BAYOU,0, , , , ,3389.34969086823,347630.299863858
539,1290,W0645,8.40057267,Adequate, ,0,0,0,56,0,0,0,3,A,5357,D,BUFFALO BAYOU,0, , , , ,2641.32382917299,365928.863945929
540,1291,W0234,1.03881201,Adequate, ,0,0,0,3,0,2, ,4,A,4957,G,BUFFALO BAYOU,0, , , , ,1075.3069718552,45250.6833711001
541,1294,W0648,16.75275368,Adequate, ,0,34600,34600,25,0,0,0,4,A,5357,I,BUFFALO BAYOU,0, , , , ,3892.87015729513,729750.004040904
542,1295,W0231,6.98363357,Adequate, ,0,0,0,20,0,0,0,4,A,4957,G,BUFFALO BAYOU,0, , , , ,2441.38848689553,304206.969698951
543,1296,W0647,13.44948276,Adequate, ,0,557400,557400,46,0,0,0,4,A,5357,I,BUFFALO BAYOU,0, , , , ,3944.00219237716,585859.537252394
544,1297,W0230,3.68761911,Adequate, ,0,0,0,13,0,5,2,4,A,4957,G,BUFFALO BAYOU,0, , , , ,1747.66095841053,160632.715248614
545,1299,D0806,20.49769003,Adequate,Adequate,0,0,0,126,0,10, ,3,A,4855,G,BRAYS BAYOU,0, , , , ,4073.57021808758,892879.350201386
546,1300,D0811,11.56798359,Adequate, ,0,0,0,66,0,0,0,4,A,4855,G,BRAYS BAYOU,0, , , , ,3360.1189312505,503901.259606514
547,1305,C0171,13.86094981,Adequate, ,0,0,0,2,0,0,0,4,A,5655,I,SIMS BAYOU,0, , , , ,4707.41927399818,603783.075791691
548,1311,D9057,35.17546478,Adequate,Adequate,0,0,0,21,0,0,0,4,A,5055,F,BRAYS BAYOU,0, , , , ,5563.54885292204,1532243.28756029
549,1312,C0117,21.6105612,Adequate, ,0,0,0,34,0,0,0,4,A,5655,I,SIMS BAYOU,0, , , , ,4333.37646473296,941356.177020728
550,1313,D0808,12.14456933,Adequate,Adequate,0,0,0,71,0,4, ,3,A,4855,G,BRAYS BAYOU,0, , , , ,3333.20977536448,529017.477215974
551,1314,D7008,10.91558502,Adequate, ,0,0,0,47,0,2, ,1,A,5555,I,BRAYS BAYOU,0, , , , ,3861.4171823245,475482.672152183
552,1321,D0786,10.22526582,Adequate, ,0,0,0,1,0,0,0,4,A,4855,G,BRAYS BAYOU,0, , , , ,3162.98753015353,445412.506249898
553,1323,D0094,1.37641974,Adequate,Adequate,0,0,0,1,0,0,0,4,A,5355,D,BRAYS BAYOU,0, , , , ,1467.78603077002,59956.8245745538
554,1325,D6020,5.90583056,Adequate,Inadequate,0,0,0,10,0,0,0,3,A,5254,C,BRAYS BAYOU,0, , , , ,2064.34970440931,257258.051558483
555,1326,E0388,94.27863066,Adequate, ,0,0,0,331,0,15, ,3,A,5262,B,WHITE OAK BAYOU,0, , , , ,20585.5827698795,4106777.20505604
556,1332,C0682,26.55979317,Adequate, ,0,0,0,83,0,0,0,4,A,5051,D,SIMS BAYOU,0, , , , ,6591.17316512026,1156944.50445544
557,1335,D0836,4.23312245,Adequate, ,0,0,0,22,0,4, ,3,A,5454,D,BRAYS BAYOU,0, , , , ,1679.68617972838,184394.806253398
558,1336,D0105,3.46050622,Adequate,Adequate,0,0,0,1,0,0,0,4,A,5254,C,BRAYS BAYOU,0, , , , ,1798.48724803714,150739.662573084
559,1340,D0754,13.88349379,Adequate, ,0,0,0,75,0,0,0,4,A,4853,F,BRAYS BAYOU,0, , , , ,3263.25659793809,604764.927089742
560,1341,D0756,35.70090626,Adequate,Inadequate,0,372900,372900,154,0,2,2,1,A,4853,F,BRAYS BAYOU,0, , , , ,5258.9958206356,1555131.47129342
561,1342,W0088,14.24212759,Adequate, ,0,226500,226500,176,0,0,0,4,3,5056,G,BUFFALO BAYOU,0, , , , ,3389.40621612325,620386.99907843
562,1346,W0036,32.71413697,Adequate, ,0,394600,394600,111,0,34, ,3,A,4956,G,BUFFALO BAYOU,0, , , , ,4940.7712015769,1425027.82467008
563,1348,W0103,2.58850704,Adequate, ,0,0,0,6,0,0,0,4,A,5056,G,BUFFALO BAYOU,0, , , , ,1368.00989525185,112755.322820166
564,1350,D0430,6.23032565,Adequate, ,0,0,0,26,0,0,0,4,A,5054,F,BRAYS BAYOU,0, , , , ,2156.5180860228,271393.023562795
565,1352,D0745,106.69339113,Adequate, ,0,0,0,183,0,6, ,3,A,4854,F,BRAYS BAYOU,0, , , , ,12537.7743290682,4647563.96470706
566,1353,D0599,16.12047037,Adequate, ,0,0,0,1,0,0,0,4,A,4954,F,BRAYS BAYOU,0, , , , ,3831.33682603596,702207.796534634
567,1354,C0191,10.14926208,Adequate, ,0,0,0,38,0,4, ,3,A,5754,E,SIMS BAYOU,0, , , , ,2658.12695916271,442101.717561459
568,1355,D0361,11.11388121,Adequate,Adequate,0,0,0,31,0,6, ,3,A,5154,C,BRAYS BAYOU,0, , , , ,3939.63197946755,484120.684466773
569,1356,D0313,5.94418062,Adequate, ,0,0,0,23,0,1, ,3,A,5154,C,BRAYS BAYOU,0, , , , ,2522.60083291516,258928.404730022
570,1360,D0608,40.40073722,Adequate, ,0,0,0,2,0,0,0,4,A,5054,F,BRAYS BAYOU,0, , , , ,5483.47105113653,1759856.27982945
571,1368,C0618,12.20647263,Adequate, ,0,0,0,0,0,0,0,4,A,5150,D,SIMS BAYOU,0, , , , ,4375.83552648123,531714.012386292
572,1369,C0616,36.85625096,Adequate, ,0,0,0,0,0,0,0,4,A,5150,D,SIMS BAYOU,0, , , , ,5530.65656240217,1605458.37100387
573,1370,C0800,15.16529463,Adequate,Adequate,0,0,0,0,0,0,0,4,A,5752,E,SIMS BAYOU,0, , , , ,7649.99454253912,660600.207004612
574,1371,E0914,15.68228727,Adequate, ,0,0,0,58,0,15,21,1,A,5162,A,WHITE OAK BAYOU,0, , , , ,4514.44880577789,683120.532301965
575,1377,E0125,16.58231668,Adequate, ,0,0,0,67,0,10,4,1,A,5162,A,WHITE OAK BAYOU,0, , , , ,4107.07511249938,722325.651016509
576,1379,E0135,14.31341199,Adequate, ,0,0,0,58,0,13,9,1,A,5062,A,WHITE OAK BAYOU,0, , , , ,4128.98361971776,623492.13367427
577,1381,E0375,4.2539666,Adequate, ,0,0,0,7,0,0,0,4,A,5361,H,WHITE OAK BAYOU,0, , , , ,1814.564954825,185302.821712744
578,1382,E0260,13.9144468,Adequate, ,0,0,0,48,0,14, ,3,A,5261,B,WHITE OAK BAYOU,0, , , , ,3473.03849619493,606113.30180672
579,1383,E0413,3.51782632,Adequate, ,0,0,0,1,0,0,0,4,A,5361,H,WHITE OAK BAYOU,0, , , , ,1645.14163161941,153236.480073811
580,1384,E0407,30.27554127,Adequate, ,0,0,0,25,0,0,0,4,A,5261,B,WHITE OAK BAYOU,0, , , , ,6057.11032252406,1318802.73871621
581,1387,E0255,13.64296895,Adequate, ,0,0,0,42,0,0,0,4,A,5261,B,WHITE OAK BAYOU,0, , , , ,3669.68620009539,594287.67419407
